FIPS,County,Month,CasesCount,TestsPer100K,ActiveCase,DeathCount
48139,El Paso,April,561012,1155055,2379,2673
48139,El Paso,May,587602,1280149,1552,2720
48139,El Paso,June,573911,1366743,424,2743
48139,El Paso,July,591500,1409350,502,2765
48139,El Paso,August,634953,1499783,1570,2788
48139,El Paso,September,712697,1591811,1586,2825
48139,El Paso,October,805661,1672998,1937,2869
48141,Ellis,January,1329475,128305,809,234
48141,Ellis,February,3337575,153335,405,282
48141,Ellis,March,3937005,172304,132,306
48141,Ellis,April,3958273,185259,92,313
48141,Ellis,May,4194739,196810,76,319
48141,Ellis,June,4091264,205794,79,325
48141,Ellis,July,4253074,215312,146,328
48141,Ellis,August,4341054,231611,568,348
48141,Ellis,September,4305779,259985,719,409
48141,Ellis,October,4560618,281938,359,458
48143,Erath,January,29450,17664,53,50
48143,Erath,February,74021,21057,39,66
48143,Erath,March,84919,24052,17,67
48143,Erath,April,84354,26671,16,68
48143,Erath,May,88262,28605,5,69
48143,Erath,June,86174,29948,6,70
48143,Erath,July,90144,31652,31,70
48143,Erath,August,99967,34709,136,74
48143,Erath,September,116064,40178,154,89
48143,Erath,October,132094,43897,49,100
48145,Falls,January,15605,11611,122,24
48145,Falls,February,51101,12983,196,30
48145,Falls,March,57291,14930,31,31
48145,Falls,April,55646,15960,8,32
48145,Falls,May,58695,16876,14,32
48145,Falls,June,57046,17753,5,32
48145,Falls,July,58865,18469,4,33
48145,Falls,August,61303,19742,76,34
48145,Falls,September,64255,22034,121,40
48145,Falls,October,70679,24275,82,46
48147,Fannin,January,26973,21360,133,78
48147,Fannin,February,68660,25937,53,101
48147,Fannin,March,79220,29028,17,106
48147,Fannin,April,77866,31611,21,108
48147,Fannin,May,80932,34199,7,108
48147,Fannin,June,78061,35940,4,109
48147,Fannin,July,80657,37807,17,110
48147,Fannin,August,84556,41218,63,117
48147,Fannin,September,89384,46187,87,132
48147,Fannin,October,98861,51158,54,148
48149,Fayette,January,10295,12082,145,47
48149,Fayette,February,38079,14059,281,54
48149,Fayette,March,45490,15699,131,58
48149,Fayette,April,47384,17553,115,62
48149,Fayette,May,50832,19294,45,65
48149,Fayette,June,49764,20253,13,67
48149,Fayette,July,52656,21045,43,70
48149,Fayette,August,58099,23024,177,76
48149,Fayette,September,62248,25937,184,86
48149,Fayette,October,66744,27754,51,92
48151,Fisher,January,3317,1319,15,12
48151,Fisher,February,8102,1501,2,14
48151,Fisher,March,8997,1601,0,14
48151,Fisher,April,8831,1706,2,14
48151,Fisher,May,9329,1776,3,14
48151,Fisher,June,9171,1834,1,14
48151,Fisher,July,9536,1873,1,14
48151,Fisher,August,10531,1953,13,14
48151,Fisher,September,11568,2133,10,16
48151,Fisher,October,12844,2265,7,16
48153,Floyd,January,3403,2180,65,28
48153,Floyd,February,8597,2429,48,29
48153,Floyd,March,10057,2651,12,29
48153,Floyd,April,10794,2876,8,30
48153,Floyd,May,11906,3119,1,30
48153,Floyd,June,11946,3314,0,30
48153,Floyd,July,12607,3435,4,30
48153,Floyd,August,13904,3765,37,30
48153,Floyd,September,15069,4250,28,34
48153,Floyd,October,17503,4748,35,38
48155,Foard,January,766,837,1,7
48155,Foard,February,2278,1054,2,9
48155,Foard,March,2697,1194,0,10
48155,Foard,April,2610,1265,0,10
48155,Foard,May,2702,1325,0,10
48155,Foard,June,2640,1359,0,10
48155,Foard,July,2739,1385,0,10
48155,Foard,August,3181,1442,3,10
48155,Foard,September,4002,1594,6,10
48155,Foard,October,4388,1906,1,10
48157,Fort Bend,January,507822,480522,14168,477
48157,Fort Bend,February,1342822,580666,12476,570
48157,Fort Bend,March,1640193,651326,9943,629
48157,Fort Bend,April,1678855,719657,10038,655
48157,Fort Bend,May,1804877,794783,10284,679
48157,Fort Bend,June,1782760,842649,2213,696
48157,Fort Bend,July,1876910,886256,985,708
48157,Fort Bend,August,2075391,965473,6244,757
48157,Fort Bend,September,2309842,1082781,8234,869
48157,Fort Bend,October,2594022,1179185,4483,934
48159,Franklin,January,5001,4154,88,18
48159,Franklin,February,12987,4831,105,24
48159,Franklin,March,15309,5322,89,26
48159,Franklin,April,14931,5650,20,26
48159,Franklin,May,15738,5946,7,26
48159,Franklin,June,15930,6190,2,26
48159,Franklin,July,18056,6450,6,26
48159,Franklin,August,19917,6889,70,27
48159,Franklin,September,23636,7741,120,30
48159,Franklin,October,26914,8397,58,34
48161,Freestone,January,8251,13628,51,35
48161,Freestone,February,30644,16163,230,43
48161,Freestone,March,32591,18349,30,49
48161,Freestone,April,32117,20238,32,49
48161,Freestone,May,34355,22184,54,50
48161,Freestone,June,33785,23888,16,50
48161,Freestone,July,35085,25157,24,50
48161,Freestone,August,38796,28297,127,55
48161,Freestone,September,44924,32492,191,63
48161,Freestone,October,50012,36561,79,67
48163,Frio,January,22319,12183,111,32
48163,Frio,February,56715,15063,71,45
48163,Frio,March,65957,16953,24,49
48163,Frio,April,65624,18574,20,51
48163,Frio,May,70457,20316,31,52
48163,Frio,June,70170,22057,28,52
48163,Frio,July,72616,24672,37,53
48163,Frio,August,80147,28065,83,58
48163,Frio,September,84619,31967,77,65
48163,Frio,October,93822,36155,62,69
48165,Gaines,January,16269,3570,37,37
48165,Gaines,February,39292,3879,15,42
48165,Gaines,March,43870,4212,5,43
48165,Gaines,April,42802,4542,3,43
48165,Gaines,May,44754,4879,4,44
48165,Gaines,June,43799,5110,5,45
48165,Gaines,July,45630,5319,5,46
48165,Gaines,August,48768,5722,61,47
48165,Gaines,September,57204,6376,160,53
48165,Gaines,October,65342,6901,46,59
48167,Galveston,January,306653,266510,7700,272
48167,Galveston,February,797074,308009,6263,347
48167,Galveston,March,960133,349749,3220,390
48167,Galveston,April,977745,385571,2239,412
48167,Galveston,May,1052494,426085,1645,428
48167,Galveston,June,1041971,452887,875,446
48167,Galveston,July,1112320,479328,908,458
48167,Galveston,August,1303312,528083,4873,512
48167,Galveston,September,1498078,593478,5394,632
48167,Galveston,October,1657033,639774,2358,691
48169,Garza,January,2322,2332,19,18
48169,Garza,February,5746,2760,29,19
48169,Garza,March,6849,3118,12,22
48169,Garza,April,7393,3396,11,22
48169,Garza,May,7973,3653,2,22
48169,Garza,June,8186,3880,1,22
48169,Garza,July,8918,4095,1,22
48169,Garza,August,9282,4492,17,22
48169,Garza,September,9701,4932,20,22
48169,Garza,October,11093,5230,15,22
48171,Gillespie,January,18169,15049,171,37
48171,Gillespie,February,45054,17273,60,48
48171,Gillespie,March,51627,18502,24,49
48171,Gillespie,April,50760,19632,12,50
48171,Gillespie,May,53869,20572,12,51
48171,Gillespie,June,54088,21308,12,53
48171,Gillespie,July,56854,22227,29,54
48171,Gillespie,August,60755,24342,91,60
48171,Gillespie,September,64330,27499,103,71
48171,Gillespie,October,70616,29912,55,77
48173,Glasscock,January,497,164,5,1
48173,Glasscock,February,1023,192,1,2
48173,Glasscock,March,1184,212,0,2
48173,Glasscock,April,1222,232,3,2
48173,Glasscock,May,1271,247,0,2
48173,Glasscock,June,1240,257,0,2
48173,Glasscock,July,1271,287,0,2
48173,Glasscock,August,1339,314,11,2
48173,Glasscock,September,1445,367,9,3
48173,Glasscock,October,1527,418,8,3
48175,Goliad,January,2792,3071,16,10
48175,Goliad,February,7541,3769,14,13
48175,Goliad,March,8732,4345,12,14
48175,Goliad,April,8379,4733,4,14
48175,Goliad,May,8824,5054,11,14
48175,Goliad,June,8598,5264,7,15
48175,Goliad,July,8975,5621,5,16
48175,Goliad,August,9563,6234,15,17
48175,Goliad,September,10127,7292,21,21
48175,Goliad,October,11253,8023,24,28
48177,Gonzales,January,24042,12116,173,33
48177,Gonzales,February,62207,14306,80,50
48177,Gonzales,March,71549,15997,21,56
48177,Gonzales,April,70383,18017,11,57
48177,Gonzales,May,73713,18971,7,57
48177,Gonzales,June,72117,19579,8,57
48177,Gonzales,July,74660,20804,18,58
48177,Gonzales,August,78301,22164,81,63
48177,Gonzales,September,82025,23830,137,77
48177,Gonzales,October,88230,25673,33,83
48179,Gray,January,18790,7583,104,47
48179,Gray,February,46417,9009,76,54
48179,Gray,March,53534,10083,29,56
48179,Gray,April,57389,11249,28,58
48179,Gray,May,61726,12149,6,58
48179,Gray,June,62857,12779,2,58
48179,Gray,July,67416,13409,8,59
48179,Gray,August,70143,14509,71,62
48179,Gray,September,72984,17281,192,68
48179,Gray,October,78877,19751,80,78
48181,Grayson,January,112710,83148,450,250
48181,Grayson,February,291349,100669,203,312
48181,Grayson,March,339473,112253,54,333
48181,Grayson,April,335035,120946,34,339
48181,Grayson,May,350697,129423,18,342
48181,Grayson,June,341064,135092,11,346
48181,Grayson,July,357676,141229,64,349
48181,Grayson,August,387686,151535,267,373
48181,Grayson,September,427348,168847,380,433
48181,Grayson,October,494383,193689,183,482
48183,Gregg,January,63046,53188,3221,263
48183,Gregg,February,160174,62841,2989,330
48183,Gregg,March,184852,69065,493,352
48183,Gregg,April,181758,73711,146,355
48183,Gregg,May,191026,78103,236,359
48183,Gregg,June,187419,81505,185,361
48183,Gregg,July,197215,85347,244,365
48183,Gregg,August,218709,94858,1482,394
48183,Gregg,September,247301,111738,3386,477
48183,Gregg,October,277147,122522,1991,539
48185,Grimes,January,20532,20323,35,56
48185,Grimes,February,84570,25164,489,63
48185,Grimes,March,98123,29711,101,67
48185,Grimes,April,97317,34209,57,68
48185,Grimes,May,103974,39031,73,71
48185,Grimes,June,102201,42572,32,73
48185,Grimes,July,108041,45486,41,74
48185,Grimes,August,120610,49549,240,77
48185,Grimes,September,130296,55661,281,95
48185,Grimes,October,141624,61000,107,106
48187,Guadalupe,January,100526,61299,758,144
48187,Guadalupe,February,272544,78752,394,188
48187,Guadalupe,March,319588,89283,123,203
48187,Guadalupe,April,320420,103112,136,210
48187,Guadalupe,May,345396,113742,151,215
48187,Guadalupe,June,348631,120955,169,222
48187,Guadalupe,July,373659,127520,284,226
48187,Guadalupe,August,425931,140026,874,244
48187,Guadalupe,September,479642,158469,940,293
48187,Guadalupe,October,537811,174685,511,330
48189,Hale,January,69420,12036,189,140
48189,Hale,February,167241,13594,86,152
48189,Hale,March,187873,15349,16,153
48189,Hale,April,182790,17475,11,154
48189,Hale,May,190006,19512,11,156
48189,Hale,June,185051,21111,10,156
48189,Hale,July,192630,22170,19,157
48189,Hale,August,201627,24663,138,163
48189,Hale,September,217681,28758,245,177
48189,Hale,October,241523,32461,106,187
48191,Hall,January,3450,2505,78,12
48191,Hall,February,8803,2930,31,14
48191,Hall,March,10121,3193,5,14
48191,Hall,April,10608,3377,5,14
48191,Hall,May,11354,3555,0,14
48191,Hall,June,11731,3692,0,14
48191,Hall,July,12237,3779,2,14
48191,Hall,August,12478,3875,3,15
48191,Hall,September,12393,4079,5,15
48191,Hall,October,13068,4432,6,15
48193,Hamilton,January,6527,4639,71,22
48193,Hamilton,February,19011,5573,64,24
48193,Hamilton,March,21690,6277,13,25
48193,Hamilton,April,21196,6977,8,25
48193,Hamilton,May,22256,7595,7,26
48193,Hamilton,June,21764,7988,4,26
48193,Hamilton,July,23532,8392,23,28
48193,Hamilton,August,26628,9446,72,28
48193,Hamilton,September,31664,11583,142,29
48193,Hamilton,October,36072,12841,56,29
48195,Hansford,January,3949,2593,57,19
48195,Hansford,February,9894,3190,51,21
48195,Hansford,March,11475,3538,15,23
48195,Hansford,April,11546,3753,6,24
48195,Hansford,May,12134,3946,1,24
48195,Hansford,June,11962,4064,0,24
48195,Hansford,July,12603,4200,2,24
48195,Hansford,August,12672,4422,11,24
48195,Hansford,September,12567,4930,21,25
48195,Hansford,October,13663,5486,24,25
48197,Hardeman,January,3299,1923,6,12
48197,Hardeman,February,8450,2312,3,12
48197,Hardeman,March,9642,2554,0,12
48197,Hardeman,April,9446,2767,1,12
48197,Hardeman,May,10009,2950,1,12
48197,Hardeman,June,9763,3095,1,12
48197,Hardeman,July,10135,3175,1,12
48197,Hardeman,August,10616,3316,6,12
48197,Hardeman,September,10921,3746,4,13
48197,Hardeman,October,11919,4434,4,13
48199,Hardin,January,26649,20355,861,76
48199,Hardin,February,65674,24779,782,96
48199,Hardin,March,76944,28201,604,106
48199,Hardin,April,78639,32341,500,110
48199,Hardin,May,84812,35781,278,113
48199,Hardin,June,85016,38076,137,115
48199,Hardin,July,90371,42112,154,118
48199,Hardin,August,95504,47868,770,138
48199,Hardin,September,113887,57393,1273,181
48199,Hardin,October,129776,62653,215,207
48201,Harris,January,3606954,2995737,49472,4289
48201,Harris,February,9366972,3614731,32285,5302
48201,Harris,March,11310278,4059037,14058,5914
48201,Harris,April,11530988,4495584,10638,6257
48201,Harris,May,12292435,4943137,7373,6489
48201,Harris,June,12077839,5224180,3908,6620
48201,Harris,July,12656374,5521608,5483,6733
48201,Harris,August,14163805,6005514,37102,7236
48201,Harris,September,15872704,6720041,52126,8394
48201,Harris,October,17589741,7287633,28749,9092
48203,Harrison,January,24306,56163,732,82
48203,Harrison,February,63583,65134,873,95
48203,Harrison,March,73716,70642,781,103
48203,Harrison,April,72954,75124,172,106
48203,Harrison,May,77462,78400,53,109
48203,Harrison,June,78259,81619,25,110
48203,Harrison,July,91652,85312,82,111
48203,Harrison,August,103488,93838,572,121
48203,Harrison,September,119450,105039,872,152
48203,Harrison,October,134172,113592,271,176
48205,Hartley,January,3750,161,27,2
48205,Hartley,February,10270,214,58,2
48205,Hartley,March,15351,258,54,2
48205,Hartley,April,15505,279,6,2
48205,Hartley,May,16479,309,1,2
48205,Hartley,June,16464,330,0,2
48205,Hartley,July,17223,349,3,2
48205,Hartley,August,17895,374,13,2
48205,Hartley,September,18583,409,31,2
48205,Hartley,October,20251,452,17,2
48207,Haskell,January,2152,1988,10,21
48207,Haskell,February,5392,2373,4,25
48207,Haskell,March,6102,2571,1,27
48207,Haskell,April,6000,2733,0,27
48207,Haskell,May,6204,2867,0,27
48207,Haskell,June,6236,2983,0,27
48207,Haskell,July,6541,3130,1,28
48207,Haskell,August,6627,3354,3,28
48207,Haskell,September,6757,3767,9,30
48207,Haskell,October,7730,4290,8,31
48209,Hays,January,171110,170588,2580,144
48209,Hays,February,439829,213429,1446,180
48209,Hays,March,518841,239682,476,200
48209,Hays,April,530483,266188,523,206
48209,Hays,May,578710,290858,369,214
48209,Hays,June,569264,306546,141,223
48209,Hays,July,605419,320513,399,228
48209,Hays,August,709480,353041,1973,258
48209,Hays,September,812249,404345,1827,305
48209,Hays,October,903778,445245,720,342
48211,Hemphill,January,5544,1038,98,2
48211,Hemphill,February,13965,1312,35,2
48211,Hemphill,March,15638,1430,4,2
48211,Hemphill,April,15642,1496,4,2
48211,Hemphill,May,16689,1571,1,2
48211,Hemphill,June,16217,1635,0,3
48211,Hemphill,July,16897,1671,3,3
48211,Hemphill,August,17283,1720,8,3
48211,Hemphill,September,17712,1852,24,3
48211,Hemphill,October,19336,2004,15,3
48213,Henderson,January,38771,26690,1710,121
48213,Henderson,February,100050,30920,1626,163
48213,Henderson,March,116732,34383,452,181
48213,Henderson,April,115286,37356,125,187
48213,Henderson,May,122228,40058,178,192
48213,Henderson,June,119966,42070,103,195
48213,Henderson,July,126456,44581,117,199
48213,Henderson,August,143278,51274,691,222
48213,Henderson,September,171113,60945,1498,296
48213,Henderson,October,194835,68107,912,332
48215,Hidalgo,January,504357,387735,2093,2137
48215,Hidalgo,February,1334988,469625,2142,2361
48215,Hidalgo,March,1666757,542479,2219,2480
48215,Hidalgo,April,1720072,617072,1688,2535
48215,Hidalgo,May,1833347,691879,990,2584
48215,Hidalgo,June,1809683,748749,198,2616
48215,Hidalgo,July,1910475,801169,1344,2648
48215,Hidalgo,August,1997972,879469,5079,2776
48215,Hidalgo,September,2008946,991953,3888,3001
48215,Hidalgo,October,2113551,1076920,1789,3105
48217,Hill,January,24151,31205,169,64
48217,Hill,February,100086,34856,617,96
48217,Hill,March,114115,37382,89,105
48217,Hill,April,112492,39488,44,107
48217,Hill,May,117617,41286,36,108
48217,Hill,June,114553,42326,20,110
48217,Hill,July,119476,44025,36,111
48217,Hill,August,124918,46359,205,119
48217,Hill,September,130523,50647,281,140
48217,Hill,October,141059,54671,133,158
48219,Hockley,January,22487,8558,109,94
48219,Hockley,February,55996,9571,79,98
48219,Hockley,March,64806,10485,39,100
48219,Hockley,April,70077,11366,47,102
48219,Hockley,May,75777,12258,5,103
48219,Hockley,June,77390,12840,5,103
48219,Hockley,July,83137,13215,24,106
48219,Hockley,August,88799,14376,108,115
48219,Hockley,September,96432,16926,192,126
48219,Hockley,October,107834,18993,104,131
48221,Hood,January,43652,40418,221,97
48221,Hood,February,111823,47861,95,116
48221,Hood,March,130197,52507,35,123
48221,Hood,April,128356,56662,12,128
48221,Hood,May,134399,60070,15,132
48221,Hood,June,131001,62897,12,135
48221,Hood,July,138226,66718,68,138
48221,Hood,August,149563,74067,163,151
48221,Hood,September,164378,82895,199,176
48221,Hood,October,181828,89181,95,197
48223,Hopkins,January,16113,16153,162,93
48223,Hopkins,February,40903,18919,186,101
48223,Hopkins,March,47796,20694,149,107
48223,Hopkins,April,47578,22105,37,109
48223,Hopkins,May,50500,24274,34,112
48223,Hopkins,June,50962,25299,26,114
48223,Hopkins,July,59979,26979,35,114
48223,Hopkins,August,68538,29452,231,123
48223,Hopkins,September,81391,33322,391,137
48223,Hopkins,October,94575,36713,181,145
48225,Houston,January,9436,14150,124,33
48225,Houston,February,23573,15928,83,41
48225,Houston,March,26993,17459,57,49
48225,Houston,April,26533,18901,17,51
48225,Houston,May,29287,20288,19,55
48225,Houston,June,28380,21059,16,58
48225,Houston,July,32317,22371,33,59
48225,Houston,August,34487,23932,128,62
48225,Houston,September,37925,26566,206,73
48225,Houston,October,41353,28646,84,79
48227,Howard,January,33458,14397,243,92
48227,Howard,February,82798,17679,132,99
48227,Howard,March,92758,19911,41,100
48227,Howard,April,90346,21437,38,101
48227,Howard,May,94088,22766,33,101
48227,Howard,June,91335,23645,19,103
48227,Howard,July,94717,25166,18,103
48227,Howard,August,96387,26653,167,108
48227,Howard,September,96599,29805,272,122
48227,Howard,October,102117,34683,117,134
48229,Hudspeth,January,5459,2449,31,10
48229,Hudspeth,February,11630,3021,10,12
48229,Hudspeth,March,13238,3384,8,12
48229,Hudspeth,April,13080,3606,4,12
48229,Hudspeth,May,14148,3767,11,12
48229,Hudspeth,June,13812,3858,2,12
48229,Hudspeth,July,14326,3943,2,12
48229,Hudspeth,August,14605,4143,6,12
48229,Hudspeth,September,14480,4448,11,13
48229,Hudspeth,October,15124,4649,4,14
48231,Hunt,January,56798,63061,831,116
48231,Hunt,February,145197,76028,1274,144
48231,Hunt,March,166307,83627,701,161
48231,Hunt,April,163299,90436,42,167
48231,Hunt,May,160161,97126,58,173
48231,Hunt,June,157440,101226,39,179
48231,Hunt,July,167227,106829,74,181
48231,Hunt,August,188709,119913,358,197
48231,Hunt,September,225769,139791,586,248
48231,Hunt,October,259128,156324,239,290
48233,Hutchinson,January,10979,9475,104,61
48233,Hutchinson,February,28645,11490,87,69
48233,Hutchinson,March,34457,12779,29,70
48233,Hutchinson,April,42713,13761,39,71
48233,Hutchinson,May,47892,14784,8,71
48233,Hutchinson,June,52636,15353,5,72
48233,Hutchinson,July,59653,15986,15,72
48233,Hutchinson,August,65142,17119,84,73
48233,Hutchinson,September,71690,19166,186,81
48233,Hutchinson,October,83963,21307,127,87
48235,Irion,January,474,462,13,1
48235,Irion,February,1257,568,13,1
48235,Irion,March,1518,644,8,1
48235,Irion,April,1560,689,2,1
48235,Irion,May,1612,721,2,1
48235,Irion,June,1560,746,1,1
48235,Irion,July,1612,769,1,1
48235,Irion,August,1726,848,11,1
48235,Irion,September,1759,1031,14,2
48235,Irion,October,1881,1146,7,2
48237,Jack,January,5829,1558,31,13
48237,Jack,February,14446,1903,7,14
48237,Jack,March,16260,2187,3,16
48237,Jack,April,15606,2521,1,16
48237,Jack,May,16151,2844,1,16
48237,Jack,June,15391,3236,0,16
48237,Jack,July,15774,3588,5,16
48237,Jack,August,17502,4019,13,17
48237,Jack,September,19890,4669,15,19
48237,Jack,October,23919,5433,15,20
48239,Jackson,January,15483,6293,83,25
48239,Jackson,February,39445,7326,40,30
48239,Jackson,March,45302,8327,14,31
48239,Jackson,April,45453,9073,16,31
48239,Jackson,May,48748,9656,14,31
48239,Jackson,June,48187,10051,10,31
48239,Jackson,July,50401,10514,13,31
48239,Jackson,August,55391,11854,102,35
48239,Jackson,September,64620,14023,188,46
48239,Jackson,October,72647,15495,43,50
48241,Jasper,January,9728,14038,108,60
48241,Jasper,February,24908,16605,49,79
48241,Jasper,March,28885,18654,17,85
48241,Jasper,April,28968,20717,24,90
48241,Jasper,May,30644,22660,10,92
48241,Jasper,June,30380,24065,11,93
48241,Jasper,July,32336,25887,36,95
48241,Jasper,August,36221,29308,189,107
48241,Jasper,September,41672,34982,261,135
48241,Jasper,October,47088,39691,43,153
48243,Jeff Davis,January,1313,1516,11,2
48243,Jeff Davis,February,3494,1854,30,4
48243,Jeff Davis,March,4519,2038,10,5
48243,Jeff Davis,April,4482,2094,2,5
48243,Jeff Davis,May,4670,2131,2,5
48243,Jeff Davis,June,4530,2142,1,6
48243,Jeff Davis,July,4716,2158,1,6
48243,Jeff Davis,August,4743,2193,1,6
48243,Jeff Davis,September,4618,2249,2,6
48243,Jeff Davis,October,4911,2302,4,6
48245,Jefferson,January,198910,152459,3438,309
48245,Jefferson,February,496027,175530,2504,364
48245,Jefferson,March,575935,193320,866,406
48245,Jefferson,April,576589,210811,590,429
48245,Jefferson,May,610758,226125,522,438
48245,Jefferson,June,599375,237071,413,443
48245,Jefferson,July,644603,246299,590,449
48245,Jefferson,August,737130,264658,2760,506
48245,Jefferson,September,867965,294481,5249,630
48245,Jefferson,October,971924,317058,4021,695
48247,Jim Hogg,January,6057,9646,126,14
48247,Jim Hogg,February,15629,14762,51,14
48247,Jim Hogg,March,17753,16692,4,15
48247,Jim Hogg,April,17292,17517,2,16
48247,Jim Hogg,May,17976,18172,2,16
48247,Jim Hogg,June,17567,18589,3,16
48247,Jim Hogg,July,18248,18804,2,17
48247,Jim Hogg,August,18544,20172,48,17
48247,Jim Hogg,September,18632,24861,78,19
48247,Jim Hogg,October,19504,27561,20,20
48249,Jim Wells,January,37499,49672,493,76
48249,Jim Wells,February,94319,59140,202,88
48249,Jim Wells,March,109812,65564,109,96
48249,Jim Wells,April,108854,70768,68,99
48249,Jim Wells,May,115298,75511,59,104
48249,Jim Wells,June,113346,78350,40,108
48249,Jim Wells,July,119988,80839,83,109
48249,Jim Wells,August,139567,88677,603,125
48249,Jim Wells,September,160607,99316,562,162
48249,Jim Wells,October,175851,107454,170,176
48251,Johnson,January,168395,99152,801,260
48251,Johnson,February,434463,117779,309,328
48251,Johnson,March,505093,128905,120,356
48251,Johnson,April,498940,138529,57,363
48251,Johnson,May,520134,147145,39,367
48251,Johnson,June,508645,153669,38,374
48251,Johnson,July,531986,161844,115,380
48251,Johnson,August,569088,175410,430,409
48251,Johnson,September,616503,196008,519,467
48251,Johnson,October,694551,215822,312,535
48253,Jones,January,24623,6446,203,40
48253,Jones,February,57848,7745,124,50
48253,Jones,March,63913,8523,66,54
48253,Jones,April,59587,9232,24,55
48253,Jones,May,59197,10071,3,55
48253,Jones,June,56762,10758,4,55
48253,Jones,July,57970,11445,4,56
48253,Jones,August,60564,12518,75,59
48253,Jones,September,61573,14693,96,66
48253,Jones,October,67959,16599,155,72
48255,Karnes,January,16958,13228,48,27
48255,Karnes,February,42984,15804,44,32
48255,Karnes,March,49770,17715,23,36
48255,Karnes,April,52485,19665,41,36
48255,Karnes,May,58495,21457,64,37
48255,Karnes,June,61208,23136,68,37
48255,Karnes,July,69675,24015,139,37
48255,Karnes,August,83148,26062,188,44
48255,Karnes,September,92559,29686,167,54
48255,Karnes,October,105079,31940,116,56
48257,Kaufman,January,130646,86185,570,177
48257,Kaufman,February,340454,103742,339,221
48257,Kaufman,March,399110,115316,120,243
48257,Kaufman,April,394888,124853,67,255
48257,Kaufman,May,416068,133988,69,261
48257,Kaufman,June,407556,141007,52,266
48257,Kaufman,July,427348,148025,120,270
48257,Kaufman,August,465417,161814,438,299
48257,Kaufman,September,520833,184872,505,372
48257,Kaufman,October,583659,203459,266,413
48259,Kendall,January,15092,20502,176,49
48259,Kendall,February,42090,26092,112,61
48259,Kendall,March,50456,30210,41,70
48259,Kendall,April,50299,34231,22,72
48259,Kendall,May,54208,37288,26,72
48259,Kendall,June,54385,39697,11,72
48259,Kendall,July,57959,41966,45,73
48259,Kendall,August,66661,46418,160,78
48259,Kendall,September,75546,52990,183,90
48259,Kendall,October,85867,58386,102,99
48261,Kenedy,January,192,170,3,2
48261,Kenedy,February,465,200,2,2
48261,Kenedy,March,534,218,1,2
48261,Kenedy,April,556,246,1,2
48261,Kenedy,May,620,277,1,2
48261,Kenedy,June,600,290,0,2
48261,Kenedy,July,628,303,0,2
48261,Kenedy,August,753,328,4,2
48261,Kenedy,September,913,364,5,2
48261,Kenedy,October,992,382,1,2
48263,Kent,January,408,440,1,1
48263,Kent,February,979,509,1,1
48263,Kent,March,1181,577,5,2
48263,Kent,April,1230,641,1,2
48263,Kent,May,1271,685,0,2
48263,Kent,June,1230,713,0,2
48263,Kent,July,1271,770,0,2
48263,Kent,August,1375,818,2,2
48263,Kent,September,1358,914,1,3
48263,Kent,October,1442,1131,1,3
48265,Kerr,January,23027,36481,228,67
48265,Kerr,February,58722,43293,138,84
48265,Kerr,March,67877,47662,41,86
48265,Kerr,April,66984,51595,30,89
48265,Kerr,May,72705,54376,43,90
48265,Kerr,June,74667,56522,26,91
48265,Kerr,July,79481,58852,58,94
48265,Kerr,August,86977,63685,176,101
48265,Kerr,September,93443,71727,217,116
48265,Kerr,October,105765,79359,166,132
48267,Kimble,January,2335,1631,25,6
48267,Kimble,February,5581,1798,13,6
48267,Kimble,March,6396,1896,4,6
48267,Kimble,April,6220,2025,1,6
48267,Kimble,May,6554,2190,7,6
48267,Kimble,June,6766,2336,10,7
48267,Kimble,July,7145,2432,5,7
48267,Kimble,August,7934,2663,25,9
48267,Kimble,September,8352,3007,34,11
48267,Kimble,October,8809,3263,19,11
48269,King,January,82,54,4,0
48269,King,February,195,65,1,0
48269,King,March,155,69,0,0
48269,King,April,151,73,0,0
48269,King,May,155,77,0,0
48269,King,June,150,79,0,0
48269,King,July,155,81,0,0
48269,King,August,155,90,0,0
48269,King,September,166,100,1,0
48269,King,October,253,114,1,0
48271,Kinney,January,3503,1566,31,4
48271,Kinney,February,9017,1978,5,6
48271,Kinney,March,10046,2135,0,6
48271,Kinney,April,9803,2292,1,6
48271,Kinney,May,10290,2450,2,6
48271,Kinney,June,10029,2570,0,6
48271,Kinney,July,10391,2677,2,6
48271,Kinney,August,10820,2862,7,7
48271,Kinney,September,12000,3438,27,8
48271,Kinney,October,13647,3760,10,9
48273,Kleberg,January,19442,26592,274,68
48273,Kleberg,February,49200,31725,165,83
48273,Kleberg,March,56937,35100,74,89
48273,Kleberg,April,57188,37920,67,93
48273,Kleberg,May,60554,40100,30,93
48273,Kleberg,June,59258,41488,14,94
48273,Kleberg,July,62468,42838,57,95
48273,Kleberg,August,73422,47287,391,105
48273,Kleberg,September,84034,53424,326,123
48273,Kleberg,October,91885,56323,91,127
48275,Knox,January,1871,2197,3,14
48275,Knox,February,4748,2661,2,17
48275,Knox,March,5315,3091,0,18
48275,Knox,April,5147,3279,0,18
48275,Knox,May,5329,3380,1,18
48275,Knox,June,5183,3432,0,18
48275,Knox,July,5403,3481,1,18
48275,Knox,August,5448,3686,1,19
48275,Knox,September,5416,4389,2,20
48275,Knox,October,6288,5624,6,21
48277,La Salle,January,28439,5984,62,23
48277,La Salle,February,70189,6820,48,27
48277,La Salle,March,80843,7365,7,29
48277,La Salle,April,79499,7942,1,29
